logit
-6.683360945766275
-4.882801922586371
-3.175446266940865
-3.3141860046725258
-5.290789100127245
-5.290789100127245
-4.592591403781231
-4.366912996863833
-4.882801922586371
-4.592591403781231
-5.290789100127245
-3.175446266940865
-5.290789100127245
-4.882801922586371
-5.290789100127245
-2.841202734089695
-2.890371757896165
-2.995732273553991
-4.02535169073515
-3.88926601830553
-3.660994250624401
-2.995732273553991
-2.341805806147327
-3.7689221617874726
-2.9418039315284354
-3.175446266940865
-2.341805806147327
-4.366912996863833
-2.794094927460745
-3.242592351485517
-3.242592351485517
-3.563110066824903
-3.242592351485517
-4.366912996863833
-4.02535169073515
-3.660994250624401
-5.986452005284438
-4.882801922586371
-5.290789100127245
-5.290789100127245
-5.986452005284438
-5.986452005284438
-5.290789100127245
-3.563110066824903
-3.88926601830553
-4.02535169073515
-4.02535169073515
-3.563110066824903
-3.88926601830553
-3.175446266940865
-3.7689221617874726
-3.660994250624401
-3.4735180432417816
-3.0524276172305362
-4.182050142641207
-4.02535169073515
-3.7689221617874726
-3.175446266940865
-4.366912996863833
-3.7689221617874726
-4.592591403781231
-4.366912996863833
-4.02535169073515
-3.660994250624401
-3.563110066824903
-4.182050142641207
-3.242592351485517
-4.592591403781231
-4.366912996863833
-3.7689221617874726
-3.112207264550359
-2.890371757896165
-3.88926601830553
-3.7689221617874726
-3.3141860046725258
-2.341805806147327
-4.592591403781231
-4.182050142641207
-3.7689221617874726
-4.882801922586371
-4.02535169073515
-5.290789100127245
-4.592591403781231
-3.88926601830553
-3.563110066824903
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-3.4735180432417816
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-5.986452005284438
-5.986452005284438
-6.683360945766275
-6.683360945766275
-3.3908880120032943
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-3.563110066824903
-6.683360945766275
-4.02535169073515
-6.683360945766275
-6.683360945766275
-3.4735180432417816
-6.683360945766275
-3.563110066824903
-6.683360945766275
-6.683360945766275
-6.683360945766275
-6.683360945766275
-4.366912996863833
-6.683360945766275
-6.683360945766275
-6.683360945766275
-2.6230569882688175
-2.841202734089695
-2.995732273553991
-6.683360945766275
-5.986452005284438
-6.683360945766275
-2.9418039315284354
-4.02535169073515
-5.290789100127245
-2.794094927460745
-3.0524276172305362
-0.6594991464417126
-6.683360945766275
-2.7053799725463312
-3.175446266940865
-3.563110066824903
-2.995732273553991
-4.882801922586371
-6.683360945766275
-6.683360945766275
-6.683360945766275
-5.290789100127245
-5.986452005284438
-3.3141860046725258
-5.986452005284438
-5.290789100127245
-5.986452005284438
-2.7053799725463312
-4.182050142641207
-5.986452005284438
-4.366912996863833
-2.663481881622334
-2.341805806147327
-5.986452005284438
-4.366912996863833
-2.890371757896165
-2.583997552432231
-4.182050142641207
-3.3908880120032943
-5.986452005284438
-5.986452005284438
-5.290789100127245
-2.546207175651796
-3.242592351485517
-4.02535169073515
-3.112207264550359
-2.583997552432231
1.8123787564307907
-4.592591403781231
-3.563110066824903
-2.4740957336837845
-0.21637915122566778
-3.4735180432417816
-3.660994250624401
-4.882801922586371
-4.592591403781231
-4.182050142641207
1.2770950691548983
-1.7714394667370976
-2.2512917986064953
-2.7488721956224653
-1.2770950691548986
-3.4735180432417816
-1.1909856087991249
-4.882801922586371
-2.6230569882688175
-2.406125771934886
0.8318305680938958
0.9162907318741551
-0.6483635779329721
0.7731898882334819
-2.406125771934886
-2.546207175651796
-4.02535169073515
-0.9286039921075122
-4.182050142641207
-4.882801922586371
-6.683360945766275
-6.683360945766275
-4.182050142641207
-6.683360945766275
-5.986452005284438
-6.683360945766275
-2.841202734089695
-4.182050142641207
-6.683360945766275
-5.290789100127245
-2.794094927460745
-0.7964895320615345
-6.683360945766275
-5.986452005284438
-2.890371757896165
-2.2807262991815467
-3.7689221617874726
-5.290789100127245
-6.683360945766275
-6.683360945766275
-6.683360945766275
-2.663481881622334
-3.3141860046725258
-4.02535169073515
-3.7689221617874726
-2.6230569882688175
0.0050125418235441935
-4.366912996863833
-4.182050142641207
-2.7488721956224653
-3.563110066824903
-2.7053799725463312
-4.02535169073515
-4.366912996863833
-4.366912996863833
-4.02535169073515
-0.08526465165468815
-2.546207175651796
-2.583997552432231
-2.890371757896165
-1.989585212557975
-2.9418039315284354
-3.7689221617874726
-4.02535169073515
-4.02535169073515
-2.663481881622334
-3.7689221617874726
-2.995732273553991
-4.182050142641207
-4.592591403781231
-4.366912996863833
-2.841202734089695
-3.0524276172305362
-4.592591403781231
-3.563110066824903
-4.366912996863833
-2.406125771934886
-3.242592351485517
-4.366912996863833
-4.02535169073515
-3.563110066824903
-1.3988731433267507
-4.882801922586371
-4.592591403781231
-4.366912996863833
-1.5826106702009564
-3.88926601830553
-2.546207175651796
-4.882801922586371
-4.882801922586371
-4.182050142641207
2.037826660444202
-2.0626344233634546
-3.563110066824903
-2.546207175651796
-2.509599262378372
-2.890371757896165
-1.966112856372833
-4.592591403781231
-4.366912996863833
-4.02535169073515
-3.0524276172305362
-2.841202734089695
-2.113730615158468
-2.7488721956224653
-5.290789100127245
-4.882801922586371
-2.7053799725463312
-2.341805806147327
-4.02535169073515
-4.882801922586371
2.341805806147326
-2.113730615158468
-5.290789100127245
-2.509599262378372
-1.8545603704670854
-4.882801922586371
-6.683360945766275
-4.882801922586371
-3.3908880120032943
-4.882801922586371
0.7044467358138787
-5.290789100127245
-0.045120435280469544
-0.3493756414571211
-3.660994250624401
-2.2807262991815467
-0.4748936145399275
-0.12547765781742587
-3.175446266940865
-3.88926601830553
0.6483635779329717
-5.290789100127245
-0.23668777642196703
-0.7386095546367029
-2.310883895808741
-2.509599262378372
-2.890371757896165
-1.3831644681109632
-1.0819729696641451
-3.563110066824903
0.5389965007326868
1.108662624521611
1.205059170538157
0.09531017980432493
-3.242592351485517
-5.290789100127245
-4.592591403781231
-3.175446266940865
-4.02535169073515
-5.290789100127245
-4.882801922586371
-5.290789100127245
-3.660994250624401
-4.02535169073515
-3.3908880120032943
-3.88926601830553
-3.7689221617874726
-3.88926601830553
-2.7053799725463312
-3.3908880120032943
-4.02535169073515
-3.4735180432417816
-2.341805806147327
-3.3141860046725258
-4.182050142641207
-3.7689221617874726
-2.546207175651796
-3.3141860046725258
