trial,timestamp,lookback,horizon,stride,epochs,lr,hidden,n_layers,dropout,batch_size,weight_decay,entropy_bonus,early_stop_patience,seed,n_windows,n_holdout_windows,holdout_start,total_return,ann_return,ann_volatility,sharpe,sortino,calmar,max_drawdown,final_nav_eur,nav_growth_eur,median_sharpe,median_return,median_max_dd,sharpe_ci_low,sharpe_ci_high,psr,psr_vs_sharpe_1,holdout_sharpe,holdout_total_return,holdout_ann_return,holdout_max_drawdown,holdout_final_nav_eur,holdout_median_sharpe,holdout_median_return,holdout_sharpe_ci_low,holdout_sharpe_ci_high,holdout_psr,holdout_psr_vs_sharpe_1,won,won_vs_benchmarks,won_vs_all,max_competitor_sharpe,max_competitor_nav,objective,train_time_s,backtest_time_s
21,2026-06-21 21:11:38.007756,60,252,10,70,0.0012339523894345393,256,1,0.25,64,0.0008003127813293985,0.02,10,7163,5,3,2020-01-01,1.3658462791453791,0.18827297276018573,0.1707383719601561,1.0960261114112875,1.5568398118474986,0.9529847782393182,-0.19756136410492142,20499.420013309904,20296.456670292646,1.2640394675755158,0.2257923225763514,-0.12058541092030572,0.2678685228944962,1.9193196057068147,0.992431012798066,0.5842652614526637,0.5619726542933473,0.42890377558788106,0.12633521153363514,-0.3504742834525414,36901.816363392216,1.0655953670056948,0.2822383590381985,-0.4279501848860103,1.629074785024547,0.83362458324962,0.22513589358003744,True,True,True,1.158733317495979,17948.501076998135,20499.420013309904,8.060733795166016,0.24637317657470703
22,2026-06-21 21:11:44.274906,60,126,10,40,0.0004903038499052417,256,2,0.1,128,3.884327151025774e-06,0.03,6,8790,5,3,2020-01-01,1.1411222256751161,0.16475189137845003,0.1614980740376617,1.0253291056158265,1.448748582551433,0.7514331031423125,-0.21925024421934203,20003.890979148604,19801.136820467877,1.5446700963696487,0.20378155508708318,-0.11099884458754183,0.2052179555200453,1.8906904422360717,0.9886153122133116,0.5224313013713902,0.4731232772591107,0.3129858445361786,0.09501486452474328,-0.31887728763908463,33453.63134142186,1.0748449051803433,0.22698720324320498,-0.5468139425225926,1.510009091405526,0.792710331325256,0.18179257393973847,True,True,True,1.158733317495979,17948.501076998135,20003.890979148604,4.344711065292358,0.2569265365600586
23,2026-06-21 21:11:51.128722,60,126,10,40,0.00025795657579060036,256,2,0.05,128,2.9430163712784335e-06,0.03,6,8279,5,3,2020-01-01,1.358172656838276,0.18749991138081268,0.15475670430728758,1.188166191060738,1.6936522035613457,1.0268379182401368,-0.1825993256094034,20383.350548994014,20179.924483044448,1.5122871570060323,0.20751046328843126,-0.09643458396717597,0.3978864204524142,2.0116328050859775,0.9957938962242462,0.661772877711649,0.4867613291105559,0.3259448671029128,0.09860563464828975,-0.30399593484648724,34372.68348659081,1.0185608527096848,0.22183839641208913,-0.5111922655744879,1.5026428135879148,0.7993121195949888,0.188128715600824,True,True,True,1.158733317495979,17948.501076998135,20383.350548994014,4.782524824142456,0.26788949966430664
24,2026-06-21 21:11:57.663264,60,126,10,50,0.000508820865557998,256,2,0.15000000000000002,128,9.404592852052786e-06,0.04,6,9928,5,3,2020-01-01,1.46920504557366,0.19849506637279912,0.16186258263267223,1.1999415285970392,1.7198194996793783,1.0554584714631552,-0.18806525480593328,21277.045493802507,21074.4671207624,1.4946645772429634,0.2691377728046136,-0.1023705748566619,0.38527276841706176,2.019020404912474,0.9960874654709929,0.6711700546356516,0.4720395604758985,0.3141368350690785,0.09533474196122027,-0.32487121907423444,35338.820141052805,1.0232144874485805,0.20920312873184943,-0.5519958546199318,1.5207916298227055,0.7925222434893182,0.18094268053179208,True,True,True,1.158733317495979,17948.501076998135,21277.045493802507,4.62923789024353,0.25700926780700684
25,2026-06-21 21:12:03.676217,60,126,10,50,0.000970007360330941,256,2,0.15000000000000002,128,1.4082011401314744e-05,0.04,6,9990,5,3,2020-01-01,1.4133975940161037,0.19301921260626975,0.1613204791457574,1.1750253140054385,1.6872495890076258,0.9877641872358452,-0.19541021541428205,21165.942266628776,20963.65169191595,1.4852088561858687,0.2496942995619007,-0.09031277602719734,0.37673981004827906,1.9926855320844792,0.9954025131821144,0.6509862753630501,0.47815446234017,0.3166868279832311,0.09604275833038778,-0.30317174975473626,35116.55970086256,1.0621888719107622,0.22073958162633867,-0.5201585327300825,1.509880670117819,0.7952351359686012,0.1840388609731889,True,True,True,1.158733317495979,17948.501076998135,21165.942266628776,3.9613547325134277,0.2732062339782715
26,2026-06-21 21:12:10.758437,60,126,10,50,0.0002763886101986353,256,1,0.15000000000000002,128,1.323055924396424e-05,0.05,6,9771,5,3,2020-01-01,1.131066625292903,0.16365405673067368,0.14370067652697394,1.1268858260754855,1.607233487950439,0.9058568332020303,-0.18066216507103883,19232.308542299044,19030.355242073965,1.590243526543422,0.26180025685642017,-0.09799153481275913,0.29671112117913556,1.9573175228485071,0.9936952922554767,0.6106026894195291,0.4517683988587645,0.2832990100835202,0.08669904755294633,-0.30146787711546374,31989.4085748428,1.0034444705226095,0.13928337105272415,-0.5810131935384301,1.4662583417180854,0.7820128797279831,0.17224109487096168,True,True,True,1.158733317495979,17948.501076998135,19232.308542299044,5.170161247253418,0.25243592262268066
27,2026-06-21 21:12:16.874090,60,126,10,60,0.0008855436320518153,192,2,0.05,128,3.184314677238527e-05,0.04,6,6789,5,3,2020-01-01,1.1439654257280543,0.1650615540218796,0.1579567621121795,1.0464389037638244,1.4669389037712426,0.8585895267111641,-0.19224734158375956,19660.572639347793,19458.61744369409,1.4602140731537334,0.19712286666422685,-0.0989805255487104,0.24166756509437107,1.8747077430430403,0.9898545129732232,0.5410177314509567,0.4814120658037562,0.3307929029569314,0.09994294551374927,-0.31534235679439837,33416.627247612814,1.0566307873913119,0.24203737688410532,-0.5058633111064053,1.5094977146344952,0.7968688602058827,0.185494689352746,True,True,True,1.158733317495979,17948.501076998135,19660.572639347793,4.1988325119018555,0.2392733097076416
28,2026-06-21 21:12:23.293325,60,126,10,50,0.0006138809456535494,128,3,0.15000000000000002,128,7.732407964099513e-05,0.04,6,34,5,3,2020-01-01,1.119383027380632,0.162373268028432,0.16001674014458736,1.0205670258866872,1.4230612907539772,0.8094736341668269,-0.20059117576517382,19736.189818640487,19534.89536085065,1.3492012539668135,0.1999422400991211,-0.09394283958275018,0.19947836406652306,1.8403731748009606,0.9882217646440854,0.5181978801681513,0.47473709418479465,0.32044004475225063,0.09708319393043885,-0.316233116326913,33360.229447867976,1.0184297034292271,0.23432393875543833,-0.5414399267255343,1.4808450489573939,0.7935432277809529,0.18248939970850725,True,True,True,1.158733317495979,17948.501076998135,19736.189818640487,4.514269590377808,0.2556266784667969
29,2026-06-21 21:12:28.874686,60,126,10,20,0.0009966740412745492,64,1,0.2,128,1.5065734452113843e-05,0.05,6,3635,5,3,2020-01-01,1.133528753007833,0.1639232454177708,0.14667223335177915,1.1085671304881854,1.5672815311240302,0.8942733969087177,-0.1833032783759564,19561.473082516823,19360.228243204063,1.7294010211865583,0.23826668064566348,-0.10095402138406295,0.2744913953995165,1.9812553951691252,0.992975639585244,0.5950399013094775,0.5404442590414213,0.3283732840732654,0.09927591025985372,-0.2659334011849087,33560.76209042928,0.9766681988526895,0.24541874902154426,-0.444035670965623,1.583989379718847,0.8238777803498619,0.2144677571745739,True,True,True,1.158733317495979,17948.501076998135,19561.473082516823,3.656073570251465,0.2582368850708008
30,2026-06-21 21:12:37.166500,60,126,5,50,0.0013603530419825842,64,3,0.30000000000000004,128,9.648628066386733e-06,0.04,6,6033,5,3,2020-01-01,1.322045205498696,0.18383307124321324,0.15542796256817568,1.1638311554729672,1.6021825500221045,0.9478916892651824,-0.1939388996919289,20025.768386203483,19823.733050782073,1.5406236762986572,0.27021209792564305,-0.08763672114096954,0.38708134251794624,1.9694235327987963,0.9949812444983146,0.6414787368769722,0.4992190307072039,0.34678074513655033,0.10433024396634272,-0.31069379450720425,34412.53475977454,1.0040278468249328,0.2223524537625179,-0.46706107754181847,1.545277556586138,0.8052674788566717,0.19399163278112086,True,True,True,1.158733317495979,17948.501076998135,20025.768386203483,6.339627981185913,0.2321028709411621
