trial,timestamp,lookback,horizon,stride,epochs,lr,hidden,n_layers,dropout,batch_size,weight_decay,entropy_bonus,early_stop_patience,seed,n_windows,n_holdout_windows,holdout_start,total_return,ann_return,ann_volatility,sharpe,sortino,calmar,max_drawdown,final_nav_eur,nav_growth_eur,median_sharpe,median_return,median_max_dd,sharpe_ci_low,sharpe_ci_high,psr,psr_vs_sharpe_1,holdout_sharpe,holdout_total_return,holdout_ann_return,holdout_max_drawdown,holdout_final_nav_eur,holdout_median_sharpe,holdout_median_return,holdout_sharpe_ci_low,holdout_sharpe_ci_high,holdout_psr,holdout_psr_vs_sharpe_1,won,won_vs_benchmarks,won_vs_all,max_competitor_sharpe,max_competitor_nav,objective,train_time_s,backtest_time_s
11,2026-06-21 21:32:16.927612,60,63,10,80,0.0040883563741251515,256,2,0.4,128,0.0003035682321335373,0.05,10,129,5,3,2020-01-01,0.7987391416131822,0.12479844691757425,0.12571905900684707,0.9985493036651036,1.3409443838598318,0.6779574128338353,-0.18408006838648117,18267.090526571777,18066.58554751613,1.5979894116138404,0.1931217500467246,-0.06317089170618462,0.2427462588381982,1.920463654407252,0.9862898336285487,0.4987217384674981,0.448517503922604,0.24221272945153083,0.07497572815622866,-0.26259850855203015,30247.189636562263,0.8185479460037437,0.1670315668581399,-0.5427492615440468,1.4708403981903846,0.7803336133129223,0.17084037240475403,True,True,True,0.8911724610529926,17286.233815112602,18267.090526571777,8.763210773468018,0.3411736488342285
12,2026-06-21 21:32:37.144793,60,252,10,70,0.004613141088729924,64,3,0.0,32,0.0008491505571253361,0.05,10,3456,5,3,2020-01-01,0.9254186735288958,0.14023798576857227,0.1710993567089097,0.8527474903097678,1.1502368621629486,0.5961740485586553,-0.23522994016197063,19156.710520533787,18956.5909823837,0.8719704075910643,0.10717054365443324,-0.12869339858656625,-0.0032670877215302298,1.793263071916542,0.9709875366037315,0.3717141614218974,0.5258453149202001,0.3318379917042378,0.1002308032783572,-0.2538670791657991,33064.94013171553,0.9007121198376968,0.24795350498702518,-0.4334937615987141,1.605208133440346,0.8180411612026779,0.20648558875931383,True,True,True,0.8911724610529926,17286.233815112602,19156.710520533787,13.229637145996094,0.7916381359100342
13,2026-06-21 21:32:49.549047,60,252,10,20,0.0018788712746692156,192,3,0.1,32,0.00010545481290711434,0.02,10,3174,5,3,2020-01-01,1.2604232110712057,0.17747195414290529,0.15703950026202448,1.1191600931049497,1.4777887755824803,0.7675003764874592,-0.23123370304405988,20487.026799404157,20286.88378257066,1.0052320905373726,0.12863151511144988,-0.09289387769835356,0.27493020220632375,2.009540764326695,0.9933549027601386,0.6039619480617772,0.5263122224148933,0.3889892268958357,0.11574845065049932,-0.3791352312947823,35700.893540332785,1.0004283125101119,0.34251902314408134,-0.42684658386109336,1.5682360367104076,0.8185211127807556,0.20645571383186073,True,True,True,0.8911724610529926,17286.233815112602,20487.026799404157,6.432521343231201,0.2710411548614502
14,2026-06-21 21:33:20.062439,60,252,5,60,0.0003383109276160886,256,3,0.05,32,0.0008766172715074393,0.02,10,404,5,3,2020-01-01,1.159177076347524,0.16671275053171564,0.15863550158726827,1.0515909512022004,1.39762595602451,0.7089890479034657,-0.23514150327808003,20185.327180396747,19985.267675529074,0.7404420268089903,0.09156739548065973,-0.09698083341370667,0.19829902405817032,1.9837054535752563,0.9900493424257739,0.5454688665301353,0.5348160035847286,0.4061694273248546,0.12032978897024238,-0.34949242176313466,35992.78979054037,0.8742960387997908,0.3036853875737686,-0.39788024300567176,1.519794401078602,0.8217521268174126,0.21127297013778223,True,True,True,0.8911724610529926,17286.233815112602,20185.327180396747,28.383103370666504,0.3148682117462158
15,2026-06-21 21:33:29.957179,60,252,5,20,0.002471772732692427,64,2,0.25,128,6.911980367208308e-06,0.01,10,3858,5,3,2020-01-01,1.4063128769456315,0.19231683390732535,0.16090365536217846,1.1740042463257658,1.5761924517563273,0.8946414221419108,-0.21496526893075096,21285.744980951724,21085.612732778725,0.8443854129391808,0.1199811860931137,-0.10239679191361506,0.38370245155427424,2.0665389100233678,0.995313206133165,0.6499103794098666,0.6093849575963577,0.489541737060631,0.142047652820962,-0.33445679974118414,39321.3255102798,1.0004703995367557,0.3481035651164355,-0.31996317216833065,1.6561477916983078,0.8533848120154528,0.2502417647392864,True,True,True,0.8911724610529926,17286.233815112602,21285.744980951724,7.886913776397705,0.2638967037200928
16,2026-06-21 21:33:36.303679,60,63,10,20,0.002744754617281893,64,2,0.30000000000000004,128,5.0420098029873515e-06,0.04,10,1823,5,3,2020-01-01,0.6717329379234338,0.10841996346539284,0.1451912024193101,0.7817354106377912,1.0437716194550433,0.4636260702742417,-0.2338521718618214,17909.934919322783,17709.585951172612,1.6255846408704926,0.2056331939402407,-0.08156047467147931,0.001680270573865635,1.7019881045418084,0.958480328482252,0.3142102829010742,0.5430066015562629,0.3393261383726227,0.10228893579367648,-0.2723732764787177,31596.24009124004,0.9222777522745331,0.26122549911734905,-0.43291955685022065,1.5539533896560414,0.8250441006403191,0.21573089125086747,True,True,True,0.8911724610529926,17286.233815112602,17909.934919322783,4.370061635971069,0.25449204444885254
17,2026-06-21 21:33:47.173379,60,252,5,20,0.0020301046070396746,256,2,0.25,128,1.7907436699155976e-05,0.04,10,7980,5,3,2020-01-01,1.3303485437345852,0.18467985470457537,0.16517803760987876,1.1089420999998774,1.4720405479797245,0.7820662482027811,-0.23614349184481098,21312.98865810706,21112.93974122137,0.9052716356083026,0.13502974282097613,-0.10412276090643524,0.26968398960002865,2.0364441626532273,0.992904284106635,0.5951918601193683,0.4542248935841361,0.3140130399771719,0.09530034642504814,-0.33587031803212086,35401.457676994905,0.7538436300003389,0.24244045328358244,-0.5263184259482264,1.4843162831962025,0.7836226141190097,0.1729423464532871,True,True,True,0.8911724610529926,17286.233815112602,21312.98865810706,8.727824687957764,0.30901360511779785
18,2026-06-21 21:33:55.161401,60,252,10,40,0.0015184135997075537,256,2,0.30000000000000004,128,2.192160650958852e-05,0.04,6,7615,5,3,2020-01-01,1.249690290730312,0.17634987185587647,0.16822439583486634,1.049870664884965,1.418250975620535,0.7465659708291247,-0.2362147201271778,20251.52842794025,20051.47787878383,0.8859777529426938,0.13315872577273047,-0.11435077690733997,0.20209277495717237,1.9769821902591111,0.9900613008068582,0.5440392055785609,0.621192641504107,0.4924907046720737,0.1428008243843606,-0.314255759518708,38155.56058160158,0.8909577785917618,0.29779919411700195,-0.3262735982512938,1.6844295936591696,0.8577142121539376,0.25702072891822725,True,True,True,0.8911724610529926,17286.233815112602,20251.52842794025,5.985503911972046,0.2782454490661621
19,2026-06-21 21:34:02.075652,60,63,10,20,0.0031850531031802874,256,2,0.2,64,3.1042193503065153e-06,0.05,10,7174,5,3,2020-01-01,0.9323408471718184,0.14105797720460989,0.12839719495744314,1.0921984354308667,1.4876135645832396,0.8716814557387713,-0.16182284970724747,18798.958081247303,18598.512101875498,1.5968356914367434,0.21672615979774346,-0.08017448661173787,0.3335524764383094,1.9970536765668803,0.9920472769032657,0.5806404846454427,0.5649932361371689,0.3683334538179275,0.1101900098978823,-0.28133945770826674,33621.19041879038,0.8105406840282454,0.22063833725614446,-0.41020274023967845,1.5876385036142355,0.8348265011338769,0.22678874312807124,True,True,True,0.8911724610529926,17286.233815112602,18798.958081247303,4.894994735717773,0.2987666130065918
20,2026-06-21 21:34:11.399061,60,126,5,60,0.004892516648692106,256,1,0.35000000000000003,128,1.5377835495321906e-05,0.04,6,8936,5,3,2020-01-01,1.1458204463663981,0.16526341368549713,0.16823306140141878,0.9935233370733311,1.3549297040817463,0.763701254859956,-0.2163979862987162,20671.43761302916,20471.43720132158,1.5716467814896986,0.22122837619776403,-0.14514161599838482,0.16744285908433948,1.9210917899564437,0.9862165077505817,0.4942699219885743,0.5253730301344197,0.37062793559457563,0.11081020186689661,-0.3274265013545212,36125.538077319,0.8578084015183226,0.2376675325964417,-0.4416960990163252,1.545984952577529,0.8173427945476412,0.20672340410791123,True,True,True,0.8911724610529926,17286.233815112602,20671.43761302916,7.312115669250488,0.29915928840637207
