trial,objective,won,won_vs_all,won_vs_benchmarks,sharpe,final_nav_eur,max_drawdown,holdout_sharpe,holdout_final_nav_eur,holdout_max_drawdown,psr,holdout_psr,timestamp
76,28997.647804532244,True,True,True,1.473754124778332,28997.647804532244,-0.34567716549502925,0.658978168997561,53950.48325126634,-0.4040915965381383,0.9994118086369633,0.871510955063029,2026-06-20 16:23:12.260871
77,28244.49804459689,True,True,True,1.4466954859853993,28244.49804459689,-0.34364918696174807,0.6631053686877464,52603.17312954569,-0.39819310011540654,0.9992788568973733,0.8726831493200218,2026-06-20 16:23:22.014278
78,29373.462173941884,True,True,True,1.476743093458852,29373.462173941884,-0.3457883692423095,0.6748479579109202,55681.964395491814,-0.42904227218634294,0.9994276472740813,0.87681102261476,2026-06-20 16:23:30.345472
79,29309.288475592348,True,True,True,1.4839056278488256,29309.288475592348,-0.3475368476990889,0.3852445597112652,42617.79531920351,-0.3972342712426802,0.9994600440925254,0.7470252131603348,2026-06-20 16:23:43.888051
80,29823.62894731799,True,True,True,1.51176114213474,29823.62894731799,-0.3463686767308768,0.5784026967464159,52293.33794445657,-0.4469935005503446,0.999566948920029,0.840384131564028,2026-06-20 16:23:53.430168
81,29058.45628529862,True,True,True,1.4696895395132228,29058.45628529862,-0.33099837851213276,0.5683187124098935,50590.829277137134,-0.43785950791108197,0.999396510377004,0.836131379956909,2026-06-20 16:24:00.805835
82,29933.768700287896,True,True,True,1.5116653717797348,29933.768700287896,-0.3456378962777905,0.6281736228644712,54724.397726533454,-0.44137268850838085,0.9995672213402229,0.8600760299304847,2026-06-20 16:24:10.142601
83,29225.94345586969,True,True,True,1.45170379871612,29225.94345586969,-0.34653529087878976,0.7073242839942091,56897.70149765565,-0.4024635652959557,0.9993080398264403,0.887681817959193,2026-06-20 16:24:19.492923
84,29655.835550212414,True,True,True,1.5109922323853602,29655.835550212414,-0.3475879231175242,0.665681224020171,56110.52460055142,-0.4094048086653864,0.9995645278068523,0.8737213791093157,2026-06-20 16:24:28.941104
85,29010.621221201454,True,True,True,1.4450914775169719,29010.621221201454,-0.3450238493566724,0.7232026280431513,56885.9872660576,-0.36706437706271333,0.999269760620706,0.8929040016648495,2026-06-20 16:24:38.154643
86,29118.847086022794,True,True,True,1.4802797994268448,29118.847086022794,-0.3454634673369832,0.6131720680057696,52240.22132066649,-0.430895791425847,0.9994421933026599,0.8545133872375222,2026-06-20 16:24:47.703006
87,29389.191623009538,True,True,True,1.5025576075646483,29389.191623009538,-0.3430855796798479,0.6489957116259732,54233.467464490925,-0.4009574236349652,0.9995336731472265,0.8678325752917784,2026-06-20 16:24:57.762921
88,22309.662186098994,False,False,True,1.3211982988060875,22309.662186098994,-0.2738176950485739,0.4987764823791165,37556.18241853788,-0.40820529423436325,0.998199147152125,0.805072091997743,2026-06-20 16:25:06.158872
89,29158.83444774872,True,True,True,1.405703693372108,29158.83444774872,-0.3436452576420017,0.6234540464595388,53397.20273532058,-0.45059528011099015,0.9990298835999817,0.8583296596235264,2026-06-20 16:25:13.589786
90,28674.064418692047,True,True,True,1.44022140721039,28674.064418692047,-0.3449642842369348,0.6877602486194642,55417.959330490194,-0.4115633756891207,0.9992391257392269,0.8813398517353239,2026-06-20 16:25:23.426861
91,29319.725578611768,True,True,True,1.476298204301392,29319.725578611768,-0.3469071817889927,0.7193451917860239,57412.85254611491,-0.39600215803707983,0.9994253881898393,0.8915439012224389,2026-06-20 16:25:34.211478
92,29688.99311926909,True,True,True,1.5036790405205185,29688.99311926909,-0.3470130536706305,0.6906263429164208,57945.75820491222,-0.406389815580544,0.9995379680631492,0.8824212886215688,2026-06-20 16:25:43.490448
93,29541.311678104605,True,True,True,1.4921302497479676,29541.311678104605,-0.3432774792919233,0.589737786993428,52301.95222759136,-0.4462770212003213,0.9994929603596506,0.8450422412401863,2026-06-20 16:25:53.333091
94,29520.98298903003,True,True,True,1.5021502584503332,29520.98298903003,-0.3479344656970621,0.6058122986825076,53052.583256804006,-0.4312835128576076,0.9995318209339865,0.8514992216438804,2026-06-20 16:26:02.993443
95,29191.414201152307,True,True,True,1.4879695412516019,29191.414201152307,-0.34664821813672286,0.6820540087365686,55884.87270544181,-0.41582165358526113,0.9994784244268614,0.8793259313624344,2026-06-20 16:26:12.995142
96,30017.832820860705,True,True,True,1.496442834512533,30017.832820860705,-0.34374351253869373,0.6207031646995498,54600.27050606724,-0.43660352836919747,0.9995101348425582,0.8572642017810455,2026-06-20 16:26:22.752293
97,29104.900241155334,True,True,True,1.4549832710919848,29104.900241155334,-0.34370919974458525,0.5496449113039392,48820.35539621554,-0.3945213920588937,0.9993231108350171,0.828492934004886,2026-06-20 16:26:36.278249
98,29649.329023987673,True,True,True,1.484194319006176,29649.329023987673,-0.34479924703901976,0.5043807291122023,48443.392538980974,-0.4850475416072306,0.999460058982771,0.8075896569353131,2026-06-20 16:26:44.490264
99,28550.83237484669,True,True,True,1.4774415692245946,28550.83237484669,-0.351542551070791,0.5807108110091335,50423.1872216511,-0.45740421872349735,0.9994353903217326,0.8412915874454753,2026-06-20 16:26:54.352751
100,24456.644415695122,True,True,True,1.3032666218007551,24456.644415695122,-0.3263312745229877,0.5195278029737541,41618.35063534016,-0.4535026956905447,0.9978687198938182,0.8145110026222715,2026-06-20 16:27:04.576475
