trial,objective,won,won_vs_all,won_vs_benchmarks,sharpe,final_nav_eur,max_drawdown,holdout_sharpe,holdout_final_nav_eur,holdout_max_drawdown,psr,holdout_psr,timestamp
58,29807.91088547554,True,True,True,1.49572498554198,29807.91088547554,-0.3428296264804057,0.6331309056332438,53931.77468433254,-0.4111012546833708,0.9995055986424627,0.8617351073921287,2026-06-20 16:28:44.543823
59,28980.68918988018,True,True,True,1.4391618828863206,28980.68918988018,-0.3440992193213558,0.4636377386989615,45306.730699549786,-0.4494867240234144,0.9992396494029027,0.7883036839477404,2026-06-20 16:28:58.582136
60,27599.749959823974,True,True,True,1.4062603951715655,27599.749959823974,-0.34431713355358595,0.6150657668062744,50145.39473651875,-0.42708644923912753,0.9990302017653448,0.8547590195767327,2026-06-20 16:29:06.860307
61,29736.67919861766,True,True,True,1.4761997627531775,29736.67919861766,-0.34231842053601125,0.6453197222367976,53847.11991583952,-0.39908261700994097,0.9994314696198197,0.8666626270146955,2026-06-20 16:29:19.932209
62,28932.587125599952,True,True,True,1.449289261573961,28932.587125599952,-0.3438450252170374,0.7765235468945412,58955.50564938991,-0.3884832590024786,0.9992927760225989,0.9089190661761187,2026-06-20 16:29:33.703516
63,29587.383778597345,True,True,True,1.4888908278118798,29587.383778597345,-0.34433213728030687,0.6774696180228369,55548.461166211324,-0.38704109751400106,0.9994792712000806,0.8777477509018998,2026-06-20 16:29:46.895292
64,28559.319474612807,True,True,True,1.4608945218143965,28559.319474612807,-0.31887200356752343,0.4917195235260242,46153.40620097258,-0.47761726363636603,0.9993538956468769,0.8017233685280516,2026-06-20 16:29:59.575509
65,29777.883399338058,True,True,True,1.4916519400419548,29777.883399338058,-0.3447090280034959,0.4933121652000443,47498.6159908994,-0.4265236909409802,0.9994896066523429,0.8025409151441094,2026-06-20 16:30:13.165629
66,27830.129182696906,True,True,True,1.4566241353916858,27830.129182696906,-0.292841955185281,0.49271167710214875,45126.754187756924,-0.4701174089221921,0.9993394972350673,0.8022231681852776,2026-06-20 16:30:26.159124
67,29468.686608426287,True,True,True,1.4495195025660266,29468.686608426287,-0.3434268964685575,0.603365891422122,52263.88621003605,-0.4217677467985129,0.9992960640878725,0.8506808302291983,2026-06-20 16:30:40.024171
68,21000.14368248627,False,False,True,1.2532538050751114,21000.14368248627,-0.3170682369008271,0.6196001035010893,39661.78958121145,-0.3966527483051928,0.9970116497760362,0.8564472322568297,2026-06-20 16:30:46.489114
69,24862.58761652048,True,True,True,1.3196633411887946,24862.58761652048,-0.3422850837059741,0.5044165692568489,41586.78862491028,-0.42961085743034866,0.9980945998456812,0.8075810836379165,2026-06-20 16:30:57.228953
70,28313.115168342218,True,True,True,1.4313427157508651,28313.115168342218,-0.3417132564354013,0.6291104130787076,51734.90048674378,-0.43810086144235494,0.9991910890233984,0.8606438000594119,2026-06-20 16:31:11.322945
71,29989.03944800153,True,True,True,1.4818967593654826,29989.03944800153,-0.34344591229972654,0.4645910450231766,46795.614232593696,-0.4038977982897908,0.9994512587809979,0.7884425908180847,2026-06-20 16:31:25.618498
72,29890.802287099054,True,True,True,1.4752394991870585,29890.802287099054,-0.3440834477890711,0.5948252584370669,52544.94372254072,-0.43121147000175,0.9994225553534429,0.8468750619718233,2026-06-20 16:31:38.397586
73,25834.10104459138,True,True,True,1.4064093920367216,25834.10104459138,-0.3437958540884317,0.6077250048459143,46537.65628400618,-0.42357015284802524,0.9990453745820472,0.8520900952042167,2026-06-20 16:31:51.342406
74,25163.693392446952,True,True,True,1.399646304040333,25163.693392446952,-0.34936692220701926,0.5943601560355578,44628.55070412505,-0.375375139425292,0.9989969934996289,0.8470823153661287,2026-06-20 16:32:05.306955
75,25175.957296203407,True,True,True,1.3856475085398736,25175.957296203407,-0.34932589509646716,0.5307473504309378,42570.45715589251,-0.4245878024131996,0.9988884291451953,0.8200469975322373,2026-06-20 16:32:18.985921
76,25176.904125568228,True,True,True,1.4010808418837852,25176.904125568228,-0.349109012997493,0.40812401080269783,38421.28843910155,-0.46696501653581135,0.9990093824118981,0.759474836194733,2026-06-20 16:32:32.251790
77,24854.410678113807,True,True,True,1.3938766545756638,24854.410678113807,-0.3317050153003943,0.5549986559404555,43752.1251663094,-0.46164914169706306,0.9989482833118507,0.8303816870619317,2026-06-20 16:32:44.262861
78,29504.521632733024,True,True,True,1.471200271731648,29504.521632733024,-0.343937071126571,0.6331423913089629,53702.51640985362,-0.4274786011639987,0.9994043523054322,0.8619154081835227,2026-06-20 16:32:53.165463
79,28588.208880461672,True,True,True,1.4560662940179523,28588.208880461672,-0.32190118731854456,0.586720680515535,50164.7296860357,-0.4651708205800802,0.9993283746129304,0.8439842661836594,2026-06-20 16:33:01.423492
80,28194.632392405387,True,True,True,1.423766682618379,28194.632392405387,-0.34802343612237585,0.7452012385904637,57007.735854839455,-0.36959847612935626,0.999144859023268,0.8993667873747817,2026-06-20 16:33:11.882593
81,27377.22383332058,True,True,True,1.4371956816353464,27377.22383332058,-0.3412173952077555,0.44388287356037215,42553.66903292698,-0.48408482027349387,0.9992325828366795,0.7779306537699664,2026-06-20 16:33:18.150498
82,29375.638500599838,True,True,True,1.4682676553462803,29375.638500599838,-0.34646338890889183,0.6397944909301653,53939.47112416203,-0.4084059701692543,0.999388703418101,0.8645021009671168,2026-06-20 16:33:26.877366
83,29202.894747536073,True,True,True,1.4509685435298072,29202.894747536073,-0.3446361360162813,0.609015524839506,52343.93024847719,-0.4292417010557963,0.999302335208713,0.852804220131733,2026-06-20 16:33:34.961393
84,29563.386594601063,True,True,True,1.4829674597872982,29563.386594601063,-0.34655712121728177,0.5940795398015694,52284.244524978756,-0.43361835313190833,0.999455582443825,0.8469684780456366,2026-06-20 16:33:43.401947
85,29832.45559081526,True,True,True,1.4677652217255233,29832.45559081526,-0.3437110047437094,0.6466544844682061,55743.359009715874,-0.4238943565053336,0.9993886232495272,0.866984251816395,2026-06-20 16:33:51.993782
86,29566.766877643946,True,True,True,1.478272390130233,29566.766877643946,-0.3453972571484639,0.6935098254996301,56736.44832106361,-0.41870148165088583,0.9994349516190268,0.8830343080499969,2026-06-20 16:34:00.287471
87,29971.074415635518,True,True,True,1.4857133783803427,29971.074415635518,-0.34390754630508646,0.6319847052303611,54798.187446818345,-0.4090845517534376,0.9994667227485032,0.8612930590266442,2026-06-20 16:34:08.613431
88,25328.339044741613,True,True,True,1.4281210731048306,25328.339044741613,-0.33212902712649106,0.5282384807108548,42943.26281869869,-0.39181516721930654,0.9991207296852398,0.8184448457719956,2026-06-20 16:34:14.825941
89,28866.730451090698,True,True,True,1.464342191142933,28866.730451090698,-0.32318420002155646,0.5025393399457749,46991.70690569267,-0.4569362701726729,0.9993734054495403,0.8068469701317708,2026-06-20 16:34:22.618114
90,29701.337811509413,True,True,True,1.476613812505201,29701.337811509413,-0.34341837649857176,0.5531962843247441,50970.43017592496,-0.4849507742701098,0.9994279386804402,0.8296131067560617,2026-06-20 16:34:32.131657
91,25850.31230319925,True,True,True,1.4007889512573086,25850.31230319925,-0.3434010303353252,0.504583802335445,42997.522825987515,-0.48463575562464745,0.9990058940021306,0.8077369889015327,2026-06-20 16:34:40.465286
92,27864.337094285183,True,True,True,1.4225763394941449,27864.337094285183,-0.3189943765709401,0.6600674243849763,52685.101054555285,-0.41253810368911736,0.9991448450354863,0.8717927820795268,2026-06-20 16:34:49.737852
93,27528.160447925577,True,True,True,1.4085907364365031,27528.160447925577,-0.3499680000289934,0.6549195713401679,51690.60979091658,-0.4366139391581836,0.9990502221979523,0.869744346579628,2026-06-20 16:34:57.173442
94,24363.981414497714,True,True,True,1.3837791711504548,24363.981414497714,-0.3250301848854884,0.5688755183093207,42917.105014523404,-0.43164473579522955,0.9988774283764276,0.8359403858365267,2026-06-20 16:35:05.409859
95,29656.31113073589,True,True,True,1.479353630414121,29656.31113073589,-0.34591646219529504,0.7205142287216055,57867.094385434626,-0.39867126544980913,0.999440155843954,0.8917902088267073,2026-06-20 16:35:16.097528
96,29640.555708266234,True,True,True,1.4777047682493003,29640.555708266234,-0.34445386934053546,0.6791403760770753,56074.68722801154,-0.4063244678811653,0.9994330394099651,0.8782515263525569,2026-06-20 16:35:24.887776
97,24579.304671055386,True,True,True,1.3497160276463793,24579.304671055386,-0.3227504853229808,0.6174099823829668,45755.91380912641,-0.42860515125663823,0.9985554999182693,0.8557604431512749,2026-06-20 16:35:34.376824
98,29631.725230410968,True,True,True,1.4737206145329298,29631.725230410968,-0.3434264296988301,0.6481061433934437,54098.89127250617,-0.3997775186987643,0.9994139699241882,0.8666667838928301,2026-06-20 16:35:47.150645
99,29655.754660381688,True,True,True,1.4758715827881617,29655.754660381688,-0.3457109686835741,0.5818353687417769,52006.54242329921,-0.4445599761204131,0.9994242840931739,0.8415082855328017,2026-06-20 16:35:58.898931
100,27151.719539089157,True,True,True,1.4034925150958566,27151.719539089157,-0.3223706123524599,0.5747525346592326,47614.80346947128,-0.4405140580319322,0.9990169870654559,0.8386614926865523,2026-06-20 16:36:07.640297
